id,number,name,surname,patronymic,date_of_birth,nationality,authority,date_of_issue,date_of_expiry,tin,place_of_birth
622,004311556,Natalia,Kozak,Volodymyrivna,1998-05-09,ukrainian,148,2021-01-26,2026-04-05,3443403638,Melitopol
623,003678780,Volodymyr,Ovcharenko,Mykolaiovych,2007-12-18,ukrainian,561,2023-07-03,2027-11-22,3583850192,Sumy
624,005849393,Yarina,Tkachuk,Pavlivna,2005-03-05,ukrainian,1014,2022-08-13,2026-01-13,4127713891,Chernivtsi
625,003265286,Nadia,Bozhko,Ivanivna,2007-08-04,ukrainian,848,2023-11-06,2025-11-28,4591249452,Konotop
626,005996613,Andriana,Dmytruk,Oksanivna,2005-06-04,ukrainian,305,2021-09-14,2026-05-09,3557191245,Kyiv
627,006474030,Roman,Holub,Serhiyovych,2000-12-11,ukrainian,1238,2023-07-23,2025-03-27,4934133807,Chernivtsi
628,003746861,Yurii,Bozhko,Serhiyovych,2006-08-15,ukrainian,1586,2022-04-01,2027-12-19,3741998497,Makiivka
629,004202777,Liudmyla,Shevchenko,Serhiyivna,2005-06-20,ukrainian,161,2021-08-01,2026-11-28,3854679986,Ivano-Frankivsk
630,004368263,Ivan,Kovalchuk,Oleksiyovych,2005-07-18,ukrainian,1474,2022-09-05,2026-04-26,4225956887,Ternopil
631,005329928,Anastasiia,Polishchuk,Volodymyrivna,2007-04-28,ukrainian,434,2022-09-12,2025-06-06,3724723785,Lisichansk
632,006444843,Viktor,Bozhko,Mykhailovych,2007-05-25,ukrainian,1374,2021-01-14,2025-10-08,4869309989,Cherkasy
633,003240400,Nina,Kovalchuk,Serhiyivna,2000-05-15,ukrainian,1241,2022-09-25,2026-08-19,3636381496,Ivano-Frankove
634,004116790,Roman,Ivanchuk,Olehovych,2007-11-08,ukrainian,161,2022-11-28,2027-12-29,3367113974,Bila Tserkva
635,005903015,Hryhoriy,Sydorenko,Oleksiyovych,2004-09-14,ukrainian,1827,2021-06-15,2027-12-24,3653868745,Kolomyia
636,003460812,Tetiana,Kucherenko,Volodymyrivna,2007-09-16,ukrainian,1780,2023-07-24,2026-08-30,3456096487,Poltava
637,003408276,Andriana,Romanenko,Mykolaivna,1998-04-29,ukrainian,1267,2022-08-04,2025-07-24,3658766472,Simferopol
638,005656047,Natalia,Ivanchuk,Dmytrivna,2004-12-22,ukrainian,1589,2021-07-04,2025-01-10,3697877931,Uzhhorod
639,003991836,Mykhailo,Sydorenko,Viktorovych,2004-09-11,ukrainian,1237,2022-08-20,2027-01-18,4830899424,Lutsk
640,005528899,Halyna,Pavlenko,Denysivna,2007-10-24,ukrainian,515,2023-11-18,2025-08-06,4946378887,Kovel
641,003229312,Olha,Kovalchuk,Olehivna,2003-03-24,ukrainian,9,2022-08-18,2025-10-08,3004085285,Khust
642,004228629,Viktor,Sydorenko,Volodymyrovych,1999-10-11,ukrainian,444,2023-03-13,2025-08-23,3406247040,Alchevsk
643,006018576,Olha,Ivanchuk,Vadymivna,2000-05-11,ukrainian,1596,2021-11-27,2026-06-13,3438264130,Kryvyi Rih
644,003808931,Inna,Yermak,Oleksandrivna,1998-03-09,ukrainian,799,2023-04-17,2027-06-24,3592789702,Odesa
645,005606157,Oleh,Holub,Tarasovych,1998-10-01,ukrainian,1646,2023-01-07,2025-07-29,3936514248,Uzhhorod
646,004110882,Solomiia,Marchenko,Oksanivna,2003-06-02,ukrainian,1579,2022-11-07,2027-06-16,3299387135,Mykolaiv
647,003135624,Fedir,Tkachenko,Olehovych,2006-03-04,ukrainian,249,2021-10-26,2026-12-03,3598791923,Uman
648,003040363,Orest,Holub,Ivanovych,2001-10-15,ukrainian,1778,2022-02-03,2026-10-27,3725243759,Vinnytsia
649,004076669,Ihor,Babenko,Volodymyrovych,2006-04-10,ukrainian,116,2023-02-02,2026-01-09,3237337382,Chernihiv
650,003392242,Liliia,Babenko,Artemivna,2002-10-04,ukrainian,811,2023-12-05,2027-12-31,4424801388,Simferopol
651,003138127,Iryna,Vlasenko,Dmytrivna,2000-09-10,ukrainian,177,2022-07-03,2027-01-11,4572215764,Odesa
652,004863092,Olha,Moroz,Dmytrivna,2001-03-08,ukrainian,258,2021-04-08,2026-09-22,4684840165,Ivano-Frankivsk
653,003745767,Ludmyla,Rudenko,Yaroslavivna,2006-10-04,ukrainian,1471,2021-03-14,2026-05-02,4100335090,Sumy
654,003665600,Olena,Kovalchuk,Denysivna,2001-04-06,ukrainian,447,2022-04-15,2025-10-02,4514301211,Donetsk
655,004992011,Anastasiia,Pavlenko,Mykolaivna,2002-04-20,ukrainian,1206,2022-05-13,2026-12-03,4175113478,Kryvyi Rih
656,005831009,Oleksandr,Vlasenko,Volodymyrovych,2005-04-16,ukrainian,1232,2021-06-10,2026-08-05,4573902246,Zhytomyr
657,006310491,Liliia,Holub,Ivanivna,2002-10-30,ukrainian,597,2022-01-11,2026-02-11,3442982139,Kuznetsovsk
658,006212637,Ludmyla,Yermak,Denysivna,2005-06-06,ukrainian,335,2022-07-19,2025-09-27,3599415068,Kamianets-Podilskyi
659,003521725,Iryna,Lysenko,Ostapivna,2002-09-02,ukrainian,601,2022-12-05,2027-04-26,4433418684,Chernivtsi
660,005263300,Yevhen,Marchenko,Tarasovych,2007-05-04,ukrainian,532,2021-01-23,2025-09-29,4286274922,Khmelnytskyi
661,003113987,Yevhen,Kucherenko,Olehovych,1999-08-25,ukrainian,1449,2021-01-01,2025-03-03,4139826536,Luhansk
662,006564133,Taras,Yermolenko,Mykolaiovych,2004-10-01,ukrainian,1010,2023-02-26,2026-08-29,3397616070,Evpatoria
663,005338495,Anna,Babenko,Oksanivna,2003-09-22,ukrainian,1029,2021-12-04,2026-03-31,4518918388,Uzhhorod
664,005245186,Oleh,Klymenko,Petrovych,2004-06-21,ukrainian,1229,2021-01-19,2025-10-31,3380949776,Yalta
665,005303609,Vitalii,Yermak,Volodymyrovych,2006-04-22,ukrainian,697,2023-05-31,2027-02-26,3318569242,Kyiv
666,004998451,Ihor,Boiko,Denysovych,2006-10-16,ukrainian,67,2022-07-26,2026-03-04,3749091617,Ivano-Frankivsk
667,003552607,Olena,Tkachenko,Pavlivna,1998-11-16,ukrainian,698,2022-12-04,2027-09-02,4770627483,Kharkiv
668,005676172,Oleksandr,Yermolenko,Vadymovych,1999-04-12,ukrainian,570,2022-02-12,2026-09-05,3914556246,Konotop
669,004246415,Mykola,Dmytruk,Serhiyivna,2003-07-19,ukrainian,1929,2022-05-02,2025-09-23,4787868946,Vinnytsia
670,006183560,Tania,Polishchuk,Bohdanivna,1998-11-15,ukrainian,461,2023-05-07,2026-11-10,3658648899,Ivano-Frankove
671,003869046,Yurii,Kucherenko,Andriyovych,2000-05-12,ukrainian,353,2022-07-20,2027-10-31,3065796414,Mariupol
672,004293797,Anna,Lysenko,Serhiyivna,2005-06-10,ukrainian,1015,2022-06-25,2027-06-18,3488182472,Ivano-Frankivsk
673,006901288,Oleh,Holub,Volodymyrovych,1998-11-29,ukrainian,1626,2022-03-29,2026-08-13,4924720683,Evpatoria
674,004184413,Tania,Mazur,Bohdanivna,2005-01-02,ukrainian,1107,2023-01-16,2026-03-13,4881311185,Cherkasy
675,003019884,Maksym,Babenko,Yaroslavovych,1998-11-02,ukrainian,1409,2022-12-17,2025-12-18,3241569255,Mykolaiv
676,006702189,Oksana,Tkachenko,Pavlivna,1999-02-09,ukrainian,937,2023-07-23,2026-09-12,4119429654,Zhytomyr
677,005164623,Dmytro,Klymenko,Mykolaiovych,2002-07-18,ukrainian,1540,2021-02-07,2026-10-18,4259718300,Ivano-Frankove
678,006770605,Yelyzaveta,Lysenko,Yaroslavivna,2006-10-10,ukrainian,417,2022-10-06,2025-05-05,4034104138,Kharkiv
679,004860188,Olha,Pavlenko,Dmytrivna,2001-12-12,ukrainian,1718,2023-06-07,2027-02-01,3407435687,Sevastopol
680,005229431,Anna,Polishchuk,Serhiyivna,2002-02-07,ukrainian,1753,2023-07-19,2027-01-01,3847614528,Kropyvnytskyi
681,005241462,Ludmyla,Yermak,Vadymivna,2003-01-13,ukrainian,877,2023-04-07,2026-10-13,3807250847,Evpatoria
682,006456135,Liudmyla,Tkachuk,Ivanivna,1999-11-22,ukrainian,840,2021-02-04,2026-12-27,4998443147,Lisichansk
683,006442647,Halyna,Melnichenko,Vadymivna,2003-11-22,ukrainian,713,2023-06-27,2025-04-09,4692633127,Kolomyia
684,003532272,Olena,Kucherenko,Mykolaivna,2000-08-27,ukrainian,169,2021-06-20,2026-05-25,3218831476,Mykolaiv
685,006329829,Tetiana,Polishchuk,Ivanivna,1999-07-31,ukrainian,1816,2023-12-18,2025-12-11,3005193405,Bila Tserkva
686,003663577,Larysa,Ivanchuk,Ivanivna,2000-05-05,ukrainian,1056,2021-10-17,2027-04-09,4441675601,Ivano-Frankivsk
687,006190221,Natalia,Polishchuk,Artemivna,2003-10-03,ukrainian,383,2023-12-05,2026-09-22,3474997446,Cherkasy
688,005282255,Kateryna,Ivanchuk,Serhiyivna,1998-12-30,ukrainian,384,2023-05-05,2027-12-04,4588695453,Stryi
689,004065978,Taras,Rudenko,Pavlovych,2007-11-19,ukrainian,328,2021-02-28,2025-09-28,4751794720,Uman
690,006071813,Oleh,Bondarenko,Andriyovych,2004-08-13,ukrainian,580,2023-12-25,2027-06-16,4672645304,Khmelnytskyi
691,004283081,Kyrylo,Shevchuk,Anatoliyovych,2006-09-25,ukrainian,1622,2024-01-01,2027-03-15,3394763422,Uman
692,006927251,Serhii,Tkachenko,Petrovych,1998-05-06,ukrainian,140,2023-10-08,2025-04-15,4367405047,Zaporizhzhia
693,006921888,Roman,Shulga,Yuriyovych,1999-06-27,ukrainian,403,2023-10-28,2027-11-14,4210733641,Brovary
694,004545594,Olha,Kozak,Ostapivna,2005-01-01,ukrainian,501,2022-05-14,2027-02-18,4145640957,Uman
695,004676651,Khrystyna,Bondarenko,Mykolaivna,2000-05-23,ukrainian,1387,2022-12-04,2027-01-11,4557718758,Uman
696,003655523,Iryna,Ivanchuk,Oleksandrivna,1999-09-08,ukrainian,1713,2023-06-08,2027-08-16,3712994094,Rivne
697,006243328,Anna,Lysenko,Dmytrivna,2004-06-02,ukrainian,332,2023-01-24,2026-10-29,3982239084,Khmelnytskyi
698,003704435,Oleh,Sydorenko,Volodymyrovych,2003-04-17,ukrainian,609,2023-11-05,2026-01-01,4389141970,Kremenchuk
699,006138276,Mariia,Marchenko,Mykolaivna,2000-12-08,ukrainian,1876,2022-12-19,2026-07-21,4182008171,Evpatoria
700,003257929,Anastasiia,Kovalchuk,Olehovych,1999-05-15,turkish,1826,2022-05-17,2025-03-18,4228661712,Evpatoria
701,003692593,Vira,Bondarenko,Ivanivna,1999-07-27,ukrainian,880,2022-03-26,2025-10-09,3919255777,Uzhhorod
702,003620414,Petro,Bondarenko,Yaroslavovych,2006-09-01,ukrainian,681,2021-06-03,2026-04-08,3415020063,Poltava
703,005387167,Zoriana,Mazur,Oksanivna,2002-02-10,ukrainian,991,2021-03-21,2027-02-22,3231329628,Kharkiv
704,006244749,Liudmyla,Bondarenko,Oksanivna,1999-12-24,ukrainian,1416,2021-11-29,2026-05-18,3756497217,Rivne
705,006935785,Hryhoriy,Tkachenko,Artemovych,2002-05-21,ukrainian,298,2022-11-29,2026-07-17,4002412776,Uzhhorod
706,005934783,Mariia,Lysenko,Serhiyivna,1998-08-25,ukrainian,652,2023-09-24,2025-06-22,4354168420,Luhansk
707,003493909,Tetiana,Lysenko,Dmytrivna,1998-02-02,ukrainian,1243,2023-04-02,2026-05-27,3874322490,Kamenskoe
708,004079351,Orest,Pavlenko,Vadymovych,1999-12-30,ukrainian,960,2022-09-28,2026-11-03,4349242341,Stryi
709,005414670,Yurii,Yermak,Yuriyovych,2005-05-03,ukrainian,650,2023-02-06,2025-07-11,3019580902,Ternopil
710,005775999,Kateryna,Yermak,Yaroslavivna,2000-07-06,ukrainian,1184,2022-11-08,2026-11-10,4967914995,Bila Tserkva
711,006158450,Bohdan,Ivanchuk,Vitaliyovych,2006-06-05,ukrainian,1667,2022-04-28,2025-06-03,3014099894,Kolomyia
712,004569587,Andrii,Moroz,Bohdanovych,2007-03-20,ukrainian,1647,2022-07-19,2027-01-05,4766448000,Nizhyn
713,005943116,Oksana,Yakovenko,Denysivna,1999-04-24,ukrainian,227,2022-08-09,2026-02-09,3308450775,Mykolaiv
714,006062480,Olena,Bozhko,Bohdanivna,2003-01-25,ukrainian,189,2022-12-27,2025-12-16,4170497311,Kuznetsovsk
715,004937718,Andrii,Moroz,Olehovych,2002-08-03,ukrainian,140,2021-06-20,2025-12-11,3966048313,Mykolaiv
716,004538021,Ruslan,Shulga,Ivanovych,2007-09-19,ukrainian,40,2023-04-14,2026-08-16,3321086405,Vinnytsia
717,003002428,Mykola,Kucher,Mykolaivna,2002-08-17,ukrainian,1586,2021-11-15,2027-08-01,3403132586,Sevastopol
718,004491280,Tania,Mazur,Serhiyivna,2006-12-15,ukrainian,1585,2021-11-16,2025-02-25,3978226944,Kamenskoe
719,006126047,Mariia,Melnichenko,Vadymivna,2004-10-09,ukrainian,35,2023-04-21,2025-10-27,3891661556,Mariupol
720,003170857,Serhii,Ivanchuk,Andriyovych,1999-05-23,ukrainian,946,2022-07-13,2025-04-18,4833412298,Zhytomyr
721,003476462,Serhii,Vlasenko,Oleksiyovych,2000-03-07,ukrainian,523,2023-09-08,2027-09-30,3608190918,Kropyvnytskyi
722,005529034,Roman,Romanenko,Serhiyovych,2005-05-02,ukrainian,960,2023-03-11,2026-11-28,3396767209,Evpatoria
723,006147207,Yarina,Tkachenko,Dmytrivna,2002-02-13,ukrainian,699,2022-06-19,2027-01-16,4066386940,Uman
724,006587502,Oleh,Dmytruk,Oleksiyovych,2000-06-13,ukrainian,1160,2021-08-10,2027-09-28,3079612121,Donetsk
725,003736233,Inna,Kucher,Oksanivna,2007-04-09,ukrainian,1040,2022-04-15,2025-11-23,3654541568,Kharkiv
726,005599456,Zinovii,Boiko,Ivanovych,1999-05-23,ukrainian,1784,2022-03-06,2025-05-11,4489478621,Brovary
727,003586766,Oleh,Ovcharenko,Anatoliyovych,2004-11-29,ukrainian,40,2023-03-14,2025-06-16,3187894668,Uman
728,005414299,Vira,Ovcharenko,Vadymivna,2006-11-05,ukrainian,372,2023-02-11,2027-08-03,4197114840,Donetsk
729,005563118,Yelyzaveta,Lysenko,Bohdanivna,2005-01-18,ukrainian,247,2022-07-20,2027-06-09,4720182031,Evpatoria
730,005660089,Nadia,Lysenko,Yaroslavivna,2002-05-06,ukrainian,1983,2022-01-15,2025-01-18,4332469740,Yalta
731,004382389,Nadia,Moroz,Ivanivna,1998-05-21,ukrainian,667,2021-03-19,2025-11-30,3774925607,Ternopil
732,005903547,Zinovii,Bondarenko,Serhiyovych,2003-09-01,ukrainian,738,2021-12-13,2025-06-24,4776490849,Sumy
733,005147853,Mykhailo,Mazur,Olehovych,2001-10-07,ukrainian,1921,2023-11-28,2027-04-20,4453414618,Lutsk
734,003571026,Andrii,Yermolenko,Andriyovych,1999-07-25,ukrainian,1357,2021-04-26,2027-10-12,4506253604,Vinnytsia
735,006624330,Yarina,Yermolenko,Bohdanivna,2001-10-16,ukrainian,1164,2023-08-02,2026-12-11,3486765891,Mariupol
736,005885482,Yurii,Ivanchuk,Olehovych,2005-07-15,ukrainian,96,2022-12-27,2027-11-22,4423237838,Lviv
737,006465291,Bohdan,Yermak,Ostapovych,2000-05-27,ukrainian,346,2023-02-20,2027-05-04,3918074435,Evpatoria
738,005089840,Petro,Moroz,Olehovych,2003-08-15,ukrainian,314,2021-01-17,2026-10-20,4214827006,Konotop
739,003440135,Mykola,Tkachuk,Pavlivna,1999-07-21,ukrainian,1406,2022-08-27,2027-01-08,4341811383,Alchevsk
740,003518125,Dmytro,Pavlenko,Serhiyovych,2000-09-17,ukrainian,140,2022-11-14,2026-11-14,3137762661,Poltava
741,005823809,Nina,Bondarenko,Ivanivna,2000-01-29,ukrainian,565,2023-06-28,2027-08-22,3745604214,Odesa
742,004897565,Vira,Shevchenko,Serhiyivna,2006-06-09,ukrainian,1211,2022-07-24,2025-11-29,3474030516,Nizhyn
743,003060749,Taras,Moroz,Ivanovych,1999-08-25,ukrainian,56,2021-07-02,2026-09-14,4885624070,Mariupol
744,003120674,Olena,Lysenko,Denysivna,2000-06-26,ukrainian,820,2021-01-04,2027-12-02,3809778264,Yalta
745,006449345,Dmytro,Shulga,Olehovych,2003-10-08,ukrainian,1942,2023-08-20,2025-12-07,4068065054,Alchevsk
746,003422247,Viktor,Shevchenko,Ostapovych,2001-08-28,ukrainian,1427,2022-10-09,2026-02-01,3385581958,Vinnytsia
747,004525287,Tetiana,Shevchuk,Bohdanivna,1998-05-25,ukrainian,929,2021-02-19,2025-10-22,3455943845,Mykolaiv
748,005428328,Anastasiia,Kravchenko,Oleksandrivna,2002-02-11,ukrainian,1574,2022-05-17,2027-08-11,3121479081,Kramatorsk
749,004620343,Larysa,Kovalenko,Ostapivna,1999-08-15,ukrainian,1387,2023-05-18,2027-11-07,3572741730,Sumy
750,003168490,Yarina,Andriychuk,Serhiyivna,2001-01-31,ukrainian,1146,2022-02-25,2026-10-08,4577445822,Mykolaiv
751,004921809,Solomiia,Klymenko,Artemivna,2000-08-25,ukrainian,189,2022-05-19,2026-07-08,4475485418,Konotop
752,003235006,Ostap,Bondarenko,Vadymovych,2003-09-02,ukrainian,1767,2021-09-20,2025-12-03,3418035937,Brovary
753,006139918,Valentyna,Romanenko,Denysivna,2001-09-07,ukrainian,25,2023-03-21,2026-12-07,4471054640,Kherson
754,004978371,Ostap,Babenko,Yuriyovych,2005-03-24,ukrainian,139,2023-08-25,2025-05-15,3013148317,Nizhyn
755,004518132,Oleksandr,Oliinyk,Olehovych,2005-06-01,ukrainian,685,2021-05-08,2026-05-28,4052384686,Stryi
756,004656809,Liliia,Yermak,Oleksandrivna,1998-12-16,ukrainian,793,2021-01-22,2027-11-07,4148954853,Zaporizhzhia
757,005099817,Roman,Marchenko,Serhiyovych,1998-06-01,ukrainian,1097,2022-09-05,2027-03-21,3112298542,Evpatoria
758,003971962,Oleh,Shevchenko,Bohdanovych,2007-05-11,ukrainian,885,2023-04-14,2025-07-24,3586890141,Kharkiv
759,006653326,Mariia,Ivanchuk,Denysivna,2007-07-16,ukrainian,747,2022-05-02,2027-05-06,3464702015,Lviv
760,003234955,Yevhen,Romanenko,Volodymyrovych,2005-10-18,ukrainian,1037,2023-04-06,2026-10-01,3127986487,Nizhyn
761,005996176,Taras,Tkachuk,Bohdanovych,2007-04-21,ukrainian,385,2021-04-25,2025-12-22,4751629005,Lisichansk
762,003457512,Orest,Babenko,Pavlovych,2001-08-29,ukrainian,1012,2021-05-18,2026-09-28,4018185309,Alchevsk
763,004614786,Taras,Rudenko,Ivanovych,1999-01-05,ukrainian,572,2021-06-16,2027-08-05,4112060602,Kharkiv
764,003676402,Solomiia,Ovcharenko,Yaroslavivna,1999-10-16,ukrainian,267,2023-05-22,2027-03-17,4001564038,Ivano-Frankove
765,006643113,Yevhen,Kucher,Bohdanovych,1999-01-09,ukrainian,355,2023-11-02,2025-02-08,4502882891,Brovary
766,003695381,Natalia,Pavlenko,Olehivna,2000-11-29,ukrainian,1779,2022-09-21,2025-11-05,3646010293,Zaporizhzhia
767,005060590,Svitlana,Andriychuk,Artemivna,2003-06-25,ukrainian,1197,2021-04-03,2026-11-08,3569146176,Ternopil
768,006992127,Andriana,Andriychuk,Oksanivna,2006-06-30,ukrainian,1541,2023-09-27,2027-12-13,3852265573,Kyiv
769,005962760,Bohdan,Yermolenko,Yuriyovych,1998-05-01,ukrainian,1710,2023-06-21,2025-09-14,4557819267,Khust
770,006596634,Inna,Rudenko,Oleksandrivna,2007-08-17,ukrainian,1230,2021-11-13,2027-07-03,3896689376,Kharkiv
771,005644696,Yevhen,Tkachenko,Serhiyovych,1998-08-31,ukrainian,241,2021-03-24,2027-03-25,4808080996,Ivano-Frankove
772,006885885,Olena,Polishchuk,Bohdanivna,2001-02-16,ukrainian,1382,2023-08-23,2027-02-15,3274475477,Evpatoria
773,006778451,Andriana,Kovalenko,Oksanivna,2007-03-14,ukrainian,1170,2023-10-11,2025-02-02,4765835460,Kremenchuk
774,006206110,Oleh,Tkachenko,Tarasovych,1999-03-24,ukrainian,73,2023-11-16,2025-11-11,4099747116,Sumy
775,005561619,Anna,Tkachenko,Vadymivna,1999-01-07,ukrainian,500,2023-11-01,2026-06-22,4209369328,Uman
776,004822464,Yarina,Ivanchuk,Volodymyrivna,2005-06-03,ukrainian,1914,2023-08-01,2026-06-21,3080048977,Myrnohrad
777,003495853,Hryhoriy,Shevchuk,Andriyovych,2003-02-20,ukrainian,1912,2023-10-22,2025-03-27,3317519909,Odesa
778,006488074,Mykhailo,Sydorenko,Dmytrovych,2001-07-29,ukrainian,1330,2022-10-30,2026-08-02,3491961242,Kryvyi Rih
779,003799938,Ihor,Klymenko,Andriyovych,2006-09-22,ukrainian,1495,2022-03-09,2027-02-20,4306754390,Sevastopol
780,004321471,Nina,Moroz,Pavlivna,2005-03-21,ukrainian,1110,2023-10-11,2027-10-24,3737098513,Stryi
781,005846226,Khrystyna,Tkachuk,Ostapivna,2007-06-27,ukrainian,1378,2023-03-12,2025-01-19,4163527954,Kovel
782,003592263,Valentyna,Sydorenko,Oleksandrivna,1998-07-26,ukrainian,381,2021-11-25,2027-07-17,3477651324,Luhansk
783,005140219,Solomiia,Andriychuk,Volodymyrivna,2006-05-21,ukrainian,1461,2021-03-05,2026-08-12,3332444795,Alchevsk
784,003174811,Mariia,Klymenko,Oksanivna,2003-04-14,ukrainian,1863,2022-09-15,2025-10-11,3465928667,Poltava
785,003943261,Oleksandr,Tkachuk,Yaroslavovych,2007-05-15,ukrainian,1699,2021-05-26,2027-08-26,3462621808,Sumy
786,005837432,Anna,Kovalenko,Vadymivna,1998-11-23,ukrainian,1641,2021-01-07,2025-05-02,4835849016,Khmelnytskyi
787,004227859,Zoriana,Oliinyk,Denysivna,2003-11-20,ukrainian,641,2021-12-22,2026-03-10,3590987330,Uzhhorod
788,006133560,Solomiia,Babenko,Olehivna,2002-07-12,ukrainian,1168,2023-08-14,2025-11-10,3554482537,Evpatoria
789,005868934,Yevhen,Kozak,Dmytrovych,2001-01-19,ukrainian,1161,2021-05-23,2027-08-09,3559336924,Kyiv
790,003631193,Fedir,Vlasenko,Anatoliyovych,2001-09-30,ukrainian,1499,2022-08-23,2025-10-11,4845924527,Melitopol
791,003290947,Kateryna,Shevchenko,Oleksandrivna,2007-09-01,ukrainian,1002,2022-08-04,2027-10-15,4996931603,Lutsk
792,003555957,Serhii,Shulga,Anatoliyovych,2004-05-16,ukrainian,372,2021-01-08,2027-01-18,3217917389,Ivano-Frankivsk
793,003319302,Liliia,Tkachenko,Olehivna,2006-02-04,ukrainian,866,2021-07-27,2025-04-11,3591785643,Dnipro
794,005768198,Liudmyla,Kucherenko,Ostapivna,2005-06-03,ukrainian,1439,2022-10-18,2025-04-26,4464317628,Lisichansk
795,004253862,Serhii,Rudenko,Mykhailovych,2000-05-29,ukrainian,683,2022-06-10,2026-12-26,3903179611,Sumy
796,004918359,Zinovii,Andriychuk,Vadymovych,1998-06-28,ukrainian,1918,2021-11-06,2026-05-22,4288417531,Kamianets-Podilskyi
797,004068919,Ruslan,Dmytruk,Pavlovych,2006-01-13,ukrainian,771,2021-10-23,2025-08-28,4791391369,Kropyvnytskyi
798,004853975,Petro,Marchenko,Volodymyrovych,2006-09-06,ukrainian,1770,2022-01-04,2025-02-01,3330463343,Ivano-Frankivsk
799,003539840,Oksana,Ivanchuk,Yaroslavivna,2007-12-22,ukrainian,855,2021-02-17,2025-07-17,3710118696,Ivano-Frankove
800,005655754,Andrii,Kucher,Vadymovych,2001-11-08,french,1952,2021-05-20,2025-05-30,3932479277,Berdiansk
801,003096084,Tania,Pavlenko,Mykolaivna,2002-03-18,ukrainian,364,2023-11-19,2025-12-01,4378375982,Bila Tserkva
802,006041336,Viktor,Kovalenko,Tarasovych,2005-07-20,ukrainian,1414,2021-12-08,2025-07-31,4875827809,Stryi
803,004219795,Petro,Klymenko,Serhiyovych,2001-05-26,ukrainian,1619,2023-10-23,2026-02-01,3478110515,Kamianets-Podilskyi
804,006044142,Vira,Kovalenko,Serhiyivna,2002-08-12,ukrainian,762,2023-04-14,2027-06-10,4972557062,Khust
805,003107303,Liliia,Kovalenko,Dmytrivna,2007-08-29,ukrainian,1759,2023-02-14,2025-01-06,3320385971,Mariupol
806,003228316,Oleksandr,Kozak,Oleksiyovych,2001-06-15,ukrainian,1320,2021-10-20,2026-07-28,3351624861,Kuznetsovsk
807,004413169,Hryhoriy,Kozak,Volodymyrovych,2002-03-06,ukrainian,712,2023-05-23,2027-07-02,3136968889,Simferopol
808,006761372,Inna,Kovalchuk,Bohdanivna,2006-07-30,ukrainian,1608,2023-08-12,2027-07-14,4864453938,Vinnytsia
809,006245666,Halyna,Shulga,Pavlivna,1999-06-07,ukrainian,1637,2022-05-08,2026-11-19,3460440451,Evpatoria
810,004914929,Andriana,Kovalenko,Oksanivna,2000-11-28,ukrainian,35,2021-08-18,2027-11-28,4236194718,Kremenchuk
811,003987122,Vira,Lysenko,Vadymivna,2006-02-21,ukrainian,1436,2023-04-11,2025-09-10,3035157953,Bila Tserkva
812,006922420,Yelyzaveta,Kozak,Ostapivna,1999-10-02,ukrainian,271,2023-12-28,2027-11-22,4620188864,Uzhhorod
813,004086467,Yaroslav,Boiko,Serhiyovych,2003-04-09,ukrainian,1300,2021-02-09,2026-07-20,4311213562,Luhansk
814,003651507,Vira,Ovcharenko,Olehivna,2001-01-28,ukrainian,1552,2021-11-01,2027-06-08,3778769337,Donetsk
815,003142193,Ludmyla,Mazur,Serhiyivna,2000-01-08,ukrainian,1862,2023-06-21,2025-10-02,3224861440,Bila Tserkva
816,004676761,Kateryna,Sydorenko,Serhiyivna,1999-06-08,ukrainian,386,2021-07-27,2025-07-01,3873848918,Chernihiv
817,003648897,Zoriana,Pavlenko,Serhiyivna,2007-10-13,ukrainian,1143,2023-12-02,2027-02-26,4309033422,Berdiansk
818,004127389,Hryhoriy,Oliinyk,Olehovych,2005-01-30,ukrainian,1763,2023-08-14,2026-06-22,3337605343,Melitopol
819,003468024,Yulia,Kovalchuk,Olehivna,2003-03-21,ukrainian,67,2022-10-28,2027-05-16,4708462882,Kolomyia
820,003564935,Solomiia,Bondarenko,Bohdanivna,2007-08-04,ukrainian,425,2023-04-16,2025-10-20,3148749354,Evpatoria
821,006201720,Khrystyna,Sydorenko,Ostapivna,2002-12-30,ukrainian,1669,2021-04-10,2026-03-01,3371950036,Vinnytsia
822,005517420,Iryna,Shevchenko,Denysivna,1999-08-07,ukrainian,1156,2023-10-26,2027-01-29,4718579986,Khust
823,003684418,Valentyna,Dmytruk,Serhiyivna,2001-09-20,ukrainian,1660,2023-11-30,2026-09-17,4096667216,Kuznetsovsk
824,005924746,Kateryna,Yakovenko,Bohdanivna,1999-01-25,ukrainian,1844,2022-07-26,2027-02-22,3765704730,Kharkiv
825,005791761,Solomiia,Shevchenko,Oksanivna,2003-03-29,ukrainian,575,2022-02-04,2026-06-16,3574737662,Kamenskoe
826,004166424,Serhii,Kravchenko,Ostapovych,1999-04-03,ukrainian,81,2022-03-02,2025-06-16,4461647246,Cherkasy
827,006574070,Mykhailo,Kucher,Artemovych,2003-03-09,ukrainian,980,2023-08-31,2025-08-16,4031770644,Sumy
828,003552229,Ostap,Shevchuk,Ostapovych,2006-08-15,ukrainian,1336,2022-11-21,2025-12-21,3944558293,Kramatorsk
829,003130305,Iryna,Dmytruk,Dmytrivna,1999-08-08,ukrainian,348,2023-05-22,2025-01-13,3407262979,Chernihiv
